Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building
810 E Country View Cir,93730,Jul-20,675000,4,3.0,2527,True,"10,558",2021
3334 N Harrison Ave,93704,Jul-20,270000,4,2.5,1983,True,"7,239",67
1534 E Michigan Ave,93704,Jul-20,151000,2,1.0,560,True,"7,875",72
1323 E Via Estrella Dr,93730,Jul-20,450000,3,2.0,1802,True,"5,248",2021
8307 E Sanders Ct,93737,Jul-20,490000,4,3.0,2493,True,0.41 a,48
7090 N Thorne Ave,93650,Jul-20,161000,3,1.0,1136,True,"7,840",64
6361 E Platt Ave,93727,Jul-20,290000,4,2.0,1700,True,"6,398",14
4211 N Marks Ave,93722,Jul-20,240000,3,1.75,1260,True,"9,718",50
1522 A St,93706,Jul-20,80000,4,3.0,1352,True,0.26 a,90
1273 E Mountain View Ave,93725,Jul-20,405000,7,6.0,3712,True,4.77 a,45
7283 N Geraldine Ave,93711,Jul-20,531000,4,3.0,2680,True,"10,454",30
6195 E Zoie Dr,93727,Jul-20,324500,3,2.0,1623,True,"3,404",0
6195 E Zoie Dr,93727,Jul-20,324500,3,2.0,1623,True,"3,404",0
7283 N Geraldine Ave,93711,Jul-20,531000,4,3.0,2680,True,"10,454",30
1273 E Mountain View Ave,93725,Jul-20,405000,7,6.0,3712,True,4.77 a,45
4993 W Spruce Ave,93722,Jul-20,420000,4,3.0,3006,True,"9,021",23
4661 E Grant Ave,93702,Jul-20,198000,2,1.0,973,True,"6,250",91
754 B St,93706,Jul-20,205000,4,2.0,1440,True,"7,501",16
2147 W Beechwood Ave,93711,Jul-20,377500,3,2.0,1813,True,"6,969",25
811 S McArthur Ave,93727,Jul-20,395000,4,4.0,2454,True,"7,440",4
8416 N Sharon Ave,93720,Jul-20,330000,3,2.5,1637,True,"5,183",29
2719 N Selland Ave,93722,Jul-20,235000,3,1.75,1356,True,"3,955",36
6105 E Dayton Ave,93727,Jul-20,325000,3,2.0,1665,True,"6,534",13
2469 S Sierra Vista Ave,93725,Jul-20,105000,2,1.0,859,True,"5,924",71
6142 W Concordia Dr,93722,Jul-20,310000,3,2.5,1753,True,"3,201",2021
9333 N Paula Ave,93720,Jul-20,420000,5,3.0,2400,True,"7,148",18
2826 E Clay Ave,93701,Jul-20,125000,2,1.0,624,True,"7,901",73
5496 W Calimyrna Ave,93722,Jul-20,340000,4,2.0,2017,True,0.32 a,18
1325 E Decatur Ave,93720,Jul-20,409000,3,2.0,2365,True,"9,086",32
4691 W Oswego Ave,93722,Jul-20,325000,3,2.0,1653,True,0.35 a,15
2837 N 2nd St,93703,Jul-20,193000,2,1.0,1328,True,"6,398",66
7786 N Meridian Ave,93720,Jul-20,325000,3,3.0,1624,True,"6,599",30
241 W Minarets Ave,93650,Jul-20,-1,5,1.75,1443,True,-1,33
3770 W Barstow Ave #145,93711,Jul-20,201000,3,2.0,1427,True,"1,886",2021
2062 S 8th St,93702,Jul-20,225000,4,2.5,1943,True,"8,581",14
6038 E Fedora Ave,93727,Jul-20,310000,2,1.5,1450,True,"3,789",1
1436 E Brandywine Ln,93720,Jul-20,1500000,3,3.0,2467,True,0.64 a,53
1275 W San Ramon Ave,93711,Jul-20,485000,3,1.5,2138,True,0.32 a,60
236 E Cortland Ave,93704,Jul-20,205000,3,1.0,1304,True,"6,764",68
1201 W Escalon Ave,93711,Jul-20,190000,2,1.0,1057,True,"7,405",42
236 E Cortland Ave,93704,Jul-20,205000,3,1.0,1304,True,"6,764",68
1470 N Wilson Ave,93728,Jul-20,175000,2,1.0,1008,True,"5,301",98
2436 W Fedora Ave,93705,Jul-20,215000,3,2.0,1144,True,"6,098",61
3055 E Home Ave,93703,Jul-20,180000,3,1.0,1168,True,"6,655",78
2702 E Willis Ave,93726,Jul-20,235000,3,2.0,1521,True,"6,059",64
410 E Princeton Ave,93704,Jul-20,335000,3,2.0,1644,True,"6,969",81
2857 E El Paso Ave,93720,Jul-20,355000,3,1.75,1613,True,"6,912",14
6272 N Lodi Ave,93722,Jul-20,280000,3,2.0,1664,True,"6,721",31
54 E Fountain Way,93704,Jul-20,232500,2,1.0,1045,True,"7,501",78
1915 W Santa Ana Ave,93705,Jul-20,245000,2,2.0,1529,True,"3,240",2021
2792 N Sophie Dr,93727,Jul-20,303000,3,3.0,1641,True,"2,552",2021
8168 N Matus Ave,93720,Jul-20,375000,4,2.0,2165,True,"6,298",20
1536 N Calaveras St,93728,Jul-20,140000,2,1.0,744,True,"4,800",96
6604 E Orleans Ave,93727,Jul-20,331000,4,2.75,1905,True,"6,599",7
3304 E Floradora Ave,93703,Jul-20,175000,2,1.0,747,True,"6,011",79
7501 E Garland Ave,93737,Jul-20,442000,4,3.0,2835,True,"8,102",3
8585 N Richelle Ave,93720,Jul-20,445000,4,2.0,2290,True,"6,777",15
2028 W Via Tivoli,93711,Jul-20,409000,3,2.0,1886,True,"5,227",2021
6167 W Scott Ave,93723,Jul-20,289000,4,2.0,1860,True,"6,298",12
1531 E Webster Ave,93728,Jul-20,345000,5,5.0,2907,True,"8,250",82
3508 E Norwich Ave,93726,Jul-20,250000,3,1.75,1622,True,"7,370",61
387 S Renn Ave,93727,Jul-20,290000,3,2.0,1691,True,"7,039",11
5489 W Athens Ave,93722,Jul-20,402500,5,3.0,2401,True,"10,454",26
3023 N Selland Ave,93722,Jul-20,220000,3,1.75,1108,True,"5,505",35
2399 S Justin Ave,93725,Jul-20,339000,6,4.0,2586,True,"6,926",0
2153 W Via Delfini,93711,Jul-20,462500,3,2.0,2373,True,"6,098",2021
5557 E Dakota Ave,93727,Jul-20,95000,3,1.0,1056,True,0.30 a,65
934 S Sunnyside Ave,93727,Jul-20,337000,4,2.0,1903,True,0.28 a,59
645 E Minarets Ave,93720,Jul-20,320000,3,1.75,1747,True,"7,801",45
5560 E Burns Ave,93727,Jul-20,317500,5,2.0,1773,True,"6,141",3
5536 E Erin Ave,93727,Jul-20,308000,4,3.0,2008,True,"5,998",12
849 E Brighton Ln,93720,Jul-20,397000,3,2.75,1799,True,"7,405",2021
6509 E Braly Ave,93727,Jul-20,415000,4,2.5,2889,True,"10,005",12
5543 N Polk Ave,93722,Jul-20,242000,3,2.0,1248,True,"6,499",25
2558 W Bluff Ave,93711,Jul-20,675000,3,3.5,3634,True,0.45 a,13
934 S Sunnyside Ave,93727,Jul-20,337000,4,2.0,1903,True,0.28 a,59
1703 E Shadow Creek Dr,93730,Jul-20,767000,4,3.0,3275,True,0.28 a,2021
474 E Alluvial Ave #166,93720,Jul-20,223000,2,2.0,1015,True,"4,051",2021
3833 E Pico Ave,93726,Jul-20,246000,3,2.0,1250,True,"6,930",61
5247 N Callisch Ave,93710,Jul-20,280000,3,1.75,1636,True,"6,616",59
345 N Humboldt Ave,93706,Jul-20,155000,2,1.0,1071,True,"6,350",73
4963 N Holt Ave #204,93705,Jul-20,62000,2,1.0,840,True,801,2021
2045 N Farris Ave,93704,Jul-20,330000,4,2.0,2300,True,"7,405",78
1206 E Fedora Ave,93704,Jul-20,-1,2,1.0,774,True,-1,73
8060 N Orchard St,93720,Jul-20,315000,4,2.25,2097,True,"5,967",36
4986 E Tulare Ave,93727,Jul-20,-1,1,1.0,876,False,-1,74
4940 E Tulare Ave,93727,Jul-20,-1,3,1.75,1016,True,-1,47
718 S Park Circle Dr,93727,Jul-20,-1,3,1.75,2901,True,-1,65
7643 N Meridian Ave,93720,Jul-20,373000,3,2.0,1898,True,"7,379",29
4504 N Valentine Ave #115,93722,Jul-20,135000,2,1.0,916,True,888,2021
2584 E El Paso Ave,93720,Jul-20,355000,3,2.0,1767,True,"5,998",21
1352 W Wrenwood Ave,93711,Jul-20,445000,3,1.75,2115,True,0.32 a,65
849 S 9th St,93702,Jul-20,105000,2,1.0,760,True,"7,583",96
3161 N Burl Ave,93727,Jul-20,435000,4,3.0,2640,True,"8,400",13
3670 W Fedora Ave,93722,Jul-20,250000,3,2.0,1340,True,"6,534",30
3458 E Indianapolis Ave,93726,Jul-20,265000,3,2.0,1333,True,"6,708",61
3366 W Shields Ave,93722,Jul-20,375500,10,10.0,4328,True,"10,890",30
3458 E Indianapolis Ave,93726,Jul-20,265000,3,2.0,1333,True,"6,708",61
3366 W Shields Ave,93722,Jul-20,375500,10,10.0,4328,True,"10,890",30
1402 E Via Dorata Way,93730,Jul-20,365000,3,3.0,1641,True,"2,354",2021
5139 N Sequoia Ave,93711,Jul-20,770000,2,4.25,3664,True,0.78 a,61
5349 N Sequoia Ave,93711,Jul-20,770000,4,4.0,3967,True,0.53 a,47
172 W Roberts Ave,93704,Jul-20,230000,3,1.75,1066,True,"9,286",64
7215 N Teilman Ave,93711,Jul-20,430000,4,3.0,2556,True,"10,890",41
6570 N Sierra Vista Ave,93710,Jul-20,270000,3,2.0,1834,True,"9,888",46
775 E Minarets Ave,93720,Jul-20,340000,4,1.75,1785,True,"7,405",45
4441 E Pine Ave,93703,Jul-20,219000,3,2.0,1128,True,"7,801",74
1820 S Claremont Ave,93727,Jul-20,524000,3,3.0,3131,True,0.50 a,56
1307 N Applegate Ave,93737,Jul-20,920000,5,5.0,3951,True,-1,2021
1284 E Barstow Ave,93710,Jul-20,275000,3,2.0,1652,True,"10,750",57
2772 E Pryor Dr,93720,Jul-20,405000,3,2.25,2005,True,"6,868",18
1516 E Vartikian Ave,93710,Jul-20,270000,4,1.75,1796,True,"6,198",50
1102 E Goshen Ave,93720,Jul-20,345000,4,2.5,1704,True,"5,301",31
3853 Arden Dr S,93703,Jul-20,211000,3,1.0,1328,True,"6,599",69
5145 E Lane Ave #251,93727,Jul-20,75000,1,1.0,652,False,609,35
5843 E Booker Ave,93727,Jul-20,337000,3,2.5,2029,True,"6,960",9
1151 S Chestnut Ave #238,93702,Jul-20,85000,2,2.0,1013,True,"1,224",2021
5420 E Euclid Ave,93727,Jul-20,300000,3,2.0,1900,True,0.34 a,60
6676 E Cetti Ave,93727,Jul-20,335000,3,2.0,2129,True,"6,324",13
5205 W Lamona Ave,93722,Jul-20,483000,3,3.0,2256,True,2.13 a,42
1750 W Santa Ana Ave #102,93705,Jul-20,211000,3,1.75,1520,True,"3,240",2021
3115 E Thomas Ave,93702,Jul-20,145000,2,1.0,656,True,"3,223",109
7064 E Ramona Way,93737,Jul-20,410000,6,3.0,3016,True,"7,148",10
4918 E Sooner Dr,93727,Jul-20,236000,3,1.75,1294,True,"6,298",59
2656 N Cecelia Ave,93722,Jul-20,274000,3,2.0,1664,True,"6,359",20
993 N Farris Ave,93728,Jul-20,268000,3,1.5,1475,True,"4,399",85
3638 N Harrison Ave,93704,Jul-20,210000,3,1.5,1171,True,"7,967",69
1452 E Fremont Ave,93710,Jul-20,265000,4,1.75,1355,True,"7,000",49
40 E San Joaquin St,93706,Jul-20,149500,3,2.0,1113,True,0.26 a,101
2305 N Vagedes Ave,93705,Jul-20,317000,5,5.0,2798,True,"8,001",40
4833 N Harrison Ave,93704,Jul-20,430000,3,3.0,1877,True,0.87 a,2021
1442 E Via Dorata Way,93730,Jul-20,374500,3,2.5,1641,True,"2,352",2021
2861 N Douglas Ave,93727,Jul-20,378500,3,2.0,2032,True,-1,0
1404 E Quincy Ave,93720,Jul-20,232000,4,3.0,2261,True,"6,795",29
5700 N Flora Ave,93710,Jul-20,335000,4,2.5,1992,True,"10,358",52
2987 E Holland Ave,93726,Jul-20,265000,3,1.75,1308,True,"6,499",64
2946 E Indianapolis Ave,93726,Jul-20,230000,3,1.75,1248,True,"6,699",62
6702 N Dolores Ave,93711,Jul-20,538000,4,2.0,2795,True,0.46 a,34
1234 N Fruit Ave,93728,Jul-20,222000,3,1.75,1333,True,"6,098",70
2954 E Brandon Ln,93720,Jul-20,445000,3,2.0,1914,True,"8,276",18
134 E Princeton Ave,93704,Jul-20,415000,3,2.0,1853,True,"7,697",74
4068 N Babigian Ave,93722,Jul-20,240000,3,1.75,1430,True,"7,000",38
239 E Portland Ave,93720,Jul-20,345000,4,2.0,1726,True,"6,538",40
7374 W San Madele Ave,93723,Jul-20,355000,4,1.75,2223,True,"6,185",8
1389 W Northridge Ave,93711,Jul-20,365000,3,2.0,1750,True,"9,918",43
2498 N Antioch Ave,93722,Jul-20,325500,4,3.0,2257,True,"6,499",7
945 N Roosevelt Ave,93728,Jul-20,257000,3,2.75,1589,True,"5,998",99
3743 W Alluvial Ave,93711,Jul-20,565000,4,3.0,3521,True,0.37 a,39
5960 E Truman Ave,93727,Jul-20,380890,5,4.0,3167,True,-1,2021
2844 E Brown Ave,93703,Jul-20,223000,2,1.5,1870,True,"8,102",68
2144 Norris Dr E,93703,Jul-20,193000,3,1.0,996,True,"7,705",72
4032 Maywood Dr S,93703,Jul-20,201000,2,1.0,1074,True,"7,801",70
2168 E Manning Ave,93725,Jul-20,-1,2,0.75,1248,True,-1,102
1250 E Shaw Ave #115,93710,Jul-20,150000,2,1.0,1096,True,"1,711",2021
2458 W San Gabriel Ave,93705,Jul-20,250000,3,1.75,1450,True,"5,998",45
114 E Cambridge Ave,93704,Jul-20,294000,3,1.5,1460,True,"7,562",79
3722 E Alta Ave,93702,Jul-20,175000,3,1.0,842,True,"5,357",94
4211 E Lowe Ave,93702,Jul-20,121000,2,1.0,908,True,"7,308",79
2582 S Lotus Ave,93706,Jul-20,135500,3,1.5,1272,True,"8,276",70
4768 E Lamona Ave,93703,Jul-20,218000,3,2.0,1248,True,"7,156",24
655 E Beverly Way,93704,Jul-20,341000,3,2.0,1581,True,"7,405",72
5561 N Prospect Ave,93711,Jul-20,327500,3,2.0,1671,True,"9,234",44
327 E Audubon Dr,93720,Jul-20,599000,4,3.0,3342,True,0.33 a,36
4919 N Millbrook Ave #125,93726,Jul-20,130000,2,2.5,1275,True,892,2021
1140 E Fairmont Ave,93704,Jul-20,344000,4,2.0,1634,True,0.36 a,70
5570 E Eugenia Ave,93727,Jul-20,314000,5,2.0,1773,True,"6,059",4
6101 E Illinois Ave,93727,Jul-20,295000,4,3.0,1775,True,"6,050",31
5920 W Bedford Ave,93722,Jul-20,413000,5,2.75,2674,True,"7,700",19
6303 E Cortland Ave,93727,Jul-20,360000,4,2.0,2016,True,"9,583",9
6487 N Arthur Ave,93711,Jul-20,320000,3,2.0,1649,True,"8,925",32
2793 W Locust Ave,93711,Jul-20,515000,4,3.0,2644,True,0.36 a,46
5490 N Bond St,93710,Jul-20,305000,4,2.5,1775,True,"8,398",57
3360 W Morris Ave,93711,Jul-20,270000,3,2.0,1206,True,"7,000",44
34 E Robinson Ave,93704,Jul-20,205000,2,1.0,1138,True,"7,840",68
4327 N Ellendale Ave,93722,Jul-20,200000,3,2.0,1155,True,"3,998",35
5126 W Los Altos Ave,93722,Jul-20,263000,3,2.0,1460,True,"6,098",30
1383 W Ellery Way,93711,Jul-20,450000,5,3.0,2896,True,0.30 a,54
419 E Hampton Way,93704,Jul-20,427000,3,2.0,2441,True,0.37 a,2021
1323 W San Madele Ave,93711,Jul-20,480000,4,4.0,2984,True,0.31 a,63
6719 N Alva Ave,93711,Jul-20,425000,4,2.5,2450,True,0.30 a,40
4750 N Harrison Ave,93704,Jul-20,355000,3,2.0,1362,True,"9,583",72
2671 N Dante Ave,93722,Jul-20,310000,4,2.0,2149,True,"6,538",13
2156 S Villa Ave,93727,Jul-20,315000,5,3.5,2282,True,"5,998",13
309 W Bullard Ave #102,93704,Jul-20,220000,3,2.0,1587,True,"2,561",2021
5481 W Corona Ave,93722,Jul-20,250000,3,1.75,1460,True,"6,943",31
2842 E Warner Ave,93710,Jul-20,335000,3,1.75,1901,True,"7,840",45
7438 W San Madele Ave,93723,Jul-20,340000,4,2.0,1877,True,"6,098",8
1255 N Adler Ave,93727,Jul-20,187000,3,2.0,1246,True,"9,583",65
5662 W Minarets Ave,93722,Jul-20,255000,3,2.0,1492,True,"6,198",24
3586 W Church Ave,93706,Jul-20,355000,3,1.0,1360,True,4.84 a,63
5877 E Alta Ave,93727,Jul-20,330000,4,3.0,3022,True,0.35 a,61
5401 W Fairmont Ave,93722,Jul-20,-1,3,1.25,1112,True,-1,59
1306 N Bailey Ave,93727,Jul-20,130000,3,1.75,1104,True,"6,272",59
5769 W Richert Ave,93722,Jul-20,283000,3,2.5,1380,True,"7,405",11
6123 W Dupont Dr,93722,Jul-20,280000,3,2.5,1560,True,"2,874",2021
2847 E Granada Ave,93720,Jul-20,380000,3,2.0,2040,True,"6,534",17
5925 W Cromwell Ave,93722,Jul-20,422000,3,2.75,2674,True,"5,998",19
6265 N Malsbary Ave,93711,Jul-20,260000,3,2.0,1110,True,"9,265",26
493 W Stuart Ave,93704,Jul-20,332500,3,1.75,1892,True,0.28 a,56
1149 W Santa Ana Ave,93705,Jul-20,349000,3,2.0,1652,True,0.34 a,70
3026 N Marty Ave,93722,Jul-20,165000,3,2.0,1192,True,"5,505",32
6176 N Carica Ave,93722,Jul-20,230000,3,1.75,1460,True,"6,599",31
6949 E Michigan Ave,93727,Jul-20,369000,4,3.0,2000,True,"8,276",13
3872 N Briarwood Ave,93705,Jul-20,208000,3,1.75,1228,True,"6,263",56
2124 E El Paso Ave,93720,Jul-20,320000,4,2.0,1665,True,"6,538",32
201 N Filbert Ave,93727,Jul-20,295000,4,2.0,1700,True,"5,998",20
1364 N Poplar Ave,93728,Jul-20,240000,3,1.5,1110,True,"6,185",82
1253 N Glenn Ave,93728,Jul-20,257000,3,2.0,1290,True,"6,969",95
8824 N Fuller Ave,93720,Jul-20,675000,5,2.5,3403,True,0.46 a,41
7775 W Herndon Ave,93723,Jul-20,400000,4,2.5,4704,True,2.17 a,41
3271 W Clinton Ave,93722,Jul-20,456000,10,8.0,3689,True,"10,890",28
7239 E Vassar Ave,93737,Jul-20,370000,4,2.0,2010,True,"7,000",2
5402 W Donner Ave,93722,Jul-20,290000,3,2.0,1875,True,"8,681",14
9545 N 10th St,93720,Jul-20,-1,3,1.75,1298,True,-1,30
7775 W Herndon Ave,93723,Jul-20,400000,4,2.5,4704,True,2.17 a,41
719 E Beverly Way,93704,Jul-20,330000,4,1.5,1348,True,"7,601",73
8824 N Fuller Ave,93720,Jul-20,675000,5,2.5,3403,True,0.46 a,41
9916 N Meridian Ave,93720,Jul-20,285000,3,2.0,1304,True,"5,488",21
6139 E Nevada Ave,93727,Jul-20,280000,3,2.0,1652,True,"9,975",31
8665 N Cedar Ave #119,93720,Jul-20,310000,3,2.5,1414,True,0.37 a,2021
5973 E Via Firenza Dr,93727,Jul-20,342500,4,3.0,2347,True,"4,499",2021
2839 W Fairmont Ave #204,93705,Jul-20,67000,2,1.0,840,True,800,2021
4727 W Gibson Ave,93722,Jul-20,-1,3,2.0,1119,True,-1,23
6110 S Fig Ave,93706,Jul-20,265000,3,1.75,1867,True,2.46 a,40
3256 E Michigan Ave,93703,Jul-20,210000,3,1.0,1013,True,"6,499",66
2907 E Floradora Ave,93703,Jul-20,76000,2,1.0,780,True,"5,998",77
1234 E Cromwell Ave,93720,Jul-20,-1,4,1.75,2204,True,-1,33
4620 N Emerson Ave,93722,Jul-20,249000,3,2.0,1296,True,0.31 a,49
1886 E Portland Ave,93720,Jul-20,-1,4,2.25,1827,True,-1,31
1238 W Gettysburg Ave,93705,Jul-20,210000,2,1.0,1108,True,0.36 a,69
1992 W Pico Ave,93705,Jul-20,152500,3,1.75,1200,True,"6,577",46
1180 W Los Altos Ave,93711,Jul-20,386000,3,1.75,2070,True,"8,023",34
7394 N Hayes Ave,93722,Jul-20,299000,3,2.0,1735,True,"6,098",26
1066 E Royal Dornoch Ave,93730,Jul-20,400000,3,2.0,1703,True,"6,499",16
4014 N Benedict Ave,93722,Jul-20,450000,8,6.0,3824,True,0.27 a,35
3927 E Kerckhoff Ave,93702,Jul-20,235000,3,1.5,1316,True,"8,001",92
836 E Ridgecrest Dr,93730,Jul-20,630000,4,3.0,3171,True,"10,350",2021
2551 N Hanover Ave,93722,Jul-20,225000,4,2.0,1510,True,"3,998",32
5188 E Liberty Ave,93727,Jul-20,259000,3,2.0,1812,True,"6,599",14
819 N Ferger Ave,93728,Jul-20,235000,4,1.0,1544,True,"7,500",93
1639 N Arthur Ave,93705,Jul-20,315000,3,2.0,1734,True,"7,618",88
9572 N 10th St,93720,Jul-20,325000,3,2.0,1484,True,"5,536",30
2055 W Fremont Ave,93711,Jul-20,341000,3,2.0,1922,True,"6,969",40
7722 N Spalding Ave,93720,Jul-20,339000,4,2.5,1600,True,"7,797",33
2303 E Robinson Ave,93726,Jul-20,189000,3,2.0,1240,True,"7,348",66
6679 N Bain Ave,93722,Jul-20,350000,4,3.0,2505,True,"7,670",14
405 W Teague Ave,93711,Jul-20,300000,3,1.75,1296,True,"6,534",37
5629 W Fir Ave,93722,Jul-20,325000,3,2.0,1584,True,"6,011",28
450 S Argyle Ave #106,93727,Jul-20,150000,3,2.0,1127,True,"1,559",2021
2908 E Joaquin Pl,93726,Jul-20,375000,5,3.0,2695,True,0.33 a,50
719 E Minarets Ave,93720,Jul-20,380000,4,2.5,2360,True,"8,446",45
5816 W Everett Ave,93722,Jul-20,335000,4,2.0,1809,True,-1,2021
526 N Farris Ave,93728,Jul-20,150000,6,2.0,2706,True,-1,2021
4026 N Manila Ave,93727,Jul-20,275000,3,1.75,1491,True,-1,2021
4381 N Cleo Ave,93722,Jul-20,220000,3,2.0,1155,True,-1,2021
6624 N Angus St,93710,Jul-20,-1,3,1.75,1834,True,-1,2021
752 E Saginaw Way,93704,Jul-20,249000,3,2.0,1166,True,-1,2021
4691 N Windward Way,93619,Sep-20,480000,3,2.0,2156,True,"9,679",17
1972 Fairmont Ave,93611,Sep-20,455000,4,3.0,2609,True,"9,147",29
1422 Rall Ave,93611,ep-20,305000,3,2.0,1271,True,"6,490",43
3521 E Buckingham Ave,93619,ep-20,335000,3,1.75,1504,True,"4,499",6
1638 Glen Kippen Ln,93619,ep-20,340000,3,2.75,1971,True,"3,049",15
3517 Infusion Way,93619,ep-20,360000,3,3.0,1946,True,"2,421",6
1658 N Osmun Ave,93619,ep-20,445000,3,3.0,2265,True,"6,098",14
2864 Rialto Ave,93611,ep-20,350000,3,2.0,1642,True,"6,969",17
3334 Sierra Madre Ave,93619,ep-20,373000,3,2.0,1783,True,"8,398",13
1342 Joy Dr,93619,ep-20,300000,3,2.5,1660,True,-1,2021
206 Moody Ave,93619,ep-20,400000,3,2.0,1700,True,"8,633",15
1026 N Cherry Ln,93611,ep-20,695000,4,3.0,3120,True,0.30 a,20
1003 Ezie Ave,93611,ep-20,310000,3,2.5,1545,True,"8,611",44
2580 Purvis Ave,93611,ep-20,350000,3,2.75,2034,True,"8,250",30
6630 N Locan Ave,93619,ep-20,700000,5,2.5,2770,True,2.49 a,45
1001 Sylmar Ave #96,93612,Aug-20,48000,2,2.0,1440,True,-1,48
52 W National Ave,93612,Aug-20,282000,3,1.75,1144,True,"6,730",48
540 W Warwick Ave,93619,Aug-20,427500,3,2.0,1833,True,"6,507",12
10481 E Lylewood Way,93619,Aug-20,393000,4,2.0,2344,True,"7,405",20
2079 Whiteash Ave,93619,Aug-20,451000,4,2.0,2129,True,"8,189",12
3174 Swift Ave,93619,Aug-20,315000,2,2.0,1215,True,"5,161",10
3631 Descanso Ave,93619,Aug-20,550000,4,4.0,3292,True,"5,998",1
1039 N Burgan Ave,93611,Aug-20,525000,5,3.0,2686,True,"9,000",19
9857 N Fowler Ave,93619,Aug-20,599000,6,4.0,4102,True,2.28 a,43
2081 Serena Ave,93619,Aug-20,590000,4,4.0,3715,True,"8,542",17
197 Minarets Ave,93611,Aug-20,462000,4,2.0,1996,True,"9,975",23
1585 N Piccadilly Ln,93619,Aug-20,275000,3,3.0,1203,True,"1,742",7
1486 Haroldsen Ln,93619,Aug-20,495000,4,3.0,2323,True,"9,286",3
4213 Serena Ln,93619,Aug-20,370000,4,3.0,2101,True,"3,049",13
2210 Swift Ave,93611,Aug-20,499900,4,2.0,1816,True,0.26 a,2021
1585 N Piccadilly Ln,93619,Aug-20,275000,3,3.0,1203,True,"1,742",7
2500 Dovewood Ave,93611,Aug-20,370000,3,2.0,1742,True,"7,405",25
10483 E Cedarwood Ct,93619,Aug-20,590000,4,4.0,2726,True,0.28 a,19
3287 McKelvy Ave,93611,Aug-20,418000,4,3.0,2280,True,"10,018",29
1682 N Broadbent Ln,93619,Aug-20,525000,5,3.0,3028,True,"6,899",7
2271 Miami Ave,93611,Aug-20,269000,3,1.75,1435,True,"7,150",42
3761 Griffith Ave,93619,Aug-20,335000,3,2.0,1580,True,"4,900",3
588 W San Jose Ave,93612,Aug-20,270000,3,2.0,1370,True,"5,998",60
582 W Omaha Ave,93619,Aug-20,549900,5,3.0,3291,True,"10,000",22
2620 Muncie Ave,93619,Aug-20,645000,3,2.5,2695,True,"10,454",9
1060 N Dewitt Ave,93611,Aug-20,478000,3,3.0,2563,True,"8,816",21
1500 Villa Ave #53,93612,Aug-20,80000,2,2.0,1128,True,-1,46
81 W Serena Ave,93619,Aug-20,464000,3,3.0,2721,True,"6,181",16
516 W Mesa Ave,93612,Aug-20,362500,6,4.0,2572,True,"8,502",47
3550 Muse Way,93619,Aug-20,283500,3,2.5,1212,True,"2,178",5
2056 Boccioni Ln,93611,Aug-20,215000,2,1.75,1140,True,"1,481",13
3265 Del Dios Ave,93619,Aug-20,360000,3,3.0,1833,True,"4,356",7
3518 Significant Way,93619,Aug-20,300000,3,2.5,1660,True,"2,178",4
473 W Omaha Ave,93619,Aug-20,615000,5,3.0,3291,True,0.33 a,22
1613 Holland Ave,93611,Aug-20,275000,3,2.0,1275,True,"7,875",36
21642 Tollhouse Rd,93619,Aug-20,405000,4,3.0,2684,True,3.97 a,28
2525 Fairmont Ave,93611,Aug-20,475000,3,3.0,2064,True,0.33 a,21
1509 Douglas Ave,93611,Aug-20,485000,5,3.0,3479,True,0.32 a,42
61 W Serena Ave,93619,Aug-20,395000,3,2.0,1800,True,"6,181",15
1415 Wrenwood Ave,93611,Aug-20,245000,3,2.0,1307,True,"7,474",46
3912 Morris Ln,93619,Aug-20,387896,3,3.0,2058,True,"4,147",0
1045 Sanders Ave,93619,Aug-20,465000,5,4.0,3243,True,"4,948",2
3912 Morris Ln,93619,Aug-20,387896,3,3.0,2058,True,"4,147",0
1738 Goshen Ave,93611,Aug-20,480000,5,3.0,2815,True,"10,079",26
965 Sanders Ave,93619,Aug-20,418560,4,3.0,2522,True,"4,950",0
3431 Smith Ln,93619,Aug-20,330000,3,2.0,1559,True,"4,002",4
3231 Salem Ave,93619,Aug-20,555000,3,3.0,2726,True,"7,623",2
612 Lincoln Ave,93612,Aug-20,260000,3,1.0,1456,True,"7,405",71
162 N Helm Ave,93612,Aug-20,408070,4,2.0,1851,True,"8,001",17
245 N McKelvy Ave,93611,Aug-20,340000,3,2.0,1735,True,"7,845",29
2724 Burlingame Ave,93611,Aug-20,345000,4,2.0,1787,True,"6,242",25
2936 Robinwood Ave,93611,Aug-20,440000,5,3.0,2404,True,"7,405",17
3653 Elevations Way,93619,Aug-20,302500,3,3.0,1595,True,"1,800",9
1971 N Duke Ave,93619,Aug-20,580000,4,2.0,2251,True,0.40 a,14
1983 N Miramar Ln,93619,Aug-20,335000,4,2.5,1979,True,"3,267",15
1625 Willow Ave,93612,Aug-20,191400,2,1.75,1320,True,"2,565",39
669 W Pat Dr,93612,Aug-20,268000,3,1.75,1420,True,"6,446",51
2144 Lester Ave,93619,ug-20,485000,4,3.0,2595,True,"7,875",17
715 W Brittany Ln,93619,ug-20,336000,3,2.75,1979,True,"3,036",17
1051 N Armstrong Ave,93611,ug-20,500000,3,3.0,2478,True,0.27 a,21
1719 Athens Ave,93611,ug-20,375000,3,2.0,1600,True,"7,474",24
44 W Scandia Ln,93619,ug-20,326000,3,2.5,1601,True,"3,036",16
