Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building,Parks,SexualOffenders
3549 W Garland Ave,93722,"1,000 ",-1.0,2.5,1,1905,True," 4,255 ",30,0,163
1370 N Wilson Ave,93728,"8,000 ",-1.0,1,1,1641,True," 6,398 ",102,1,77
2517 S Larkin Ave,93727,"0,000 ",-1.0,2.75,1,2486,True," 10,454 ",13,7,103
3171 E Balch Ave,93702,"0,000 ",-1.0,2,1,1708,True," 8,001 ",85,2,101
622 N Broadway St,93728,"5,000 ",-1.0,1,1,2018,True," 7,300 ",96,1,77
3039 E Magill Ave,93710,"0,000 ",-1.0,2,1,1834,True," 6,695 ",42,4,60
6875 W Beechwood Ave,93722,"0,000 ",-1.0,2,1,1697,True," 4,356 ",3,0,163
105 W Garrett Ave,93706,tact For Estimate,-1.0,1,1,986,True, 0.39 a,80,0,176
2219 N Babigian Ave,93722,"5,000 ",-1.0,2,1,1385,True," 5,998 ",27,0,163
3549 W Garland Ave,93722,"1,000 ",-1.0,2.5,1,1905,True," 4,255 ",30,0,163
6963 E Andrews Ave,93727,"2,500 ",-1.0,2,1,1684,True," 8,712 ",-1,7,103
6014 E Fedora Ave,93727,"1,500 ",-1.0,6014 E Fedora A,1,-1,True," 3,963 ",-1,7,103
2017 W Sierra Ave,93711,"5,000 ",-1.0,2,1,1981,True, 0.31 a,48,5,29
622 N Broadway St,93728,"5,000 ",-1.0,1,1,2018,True," 7,300 ",96,1,77
391 W Spruce Ave,93650,"0,000 ",-1.0,2,1,867,True," 6,250 ",5,0,0
6935 W Ashlan Ave,93723,"0,000 ",-1.0,1.5,1,1112,True," 9,121 ",90,0,0
11274 N Via Trevisio Way,93730,"0,000 ",-1.0,3,1,3817,True," 6,298 ",13,0,0
3914 E Lowe Ave,93702,"7,500 ",-1.0,1,1,652,True," 6,499 ",81,2,101
3039 E Magill Ave,93710,"0,000 ",-1.0,2,1,1834,True," 6,695 ",42,4,60
6542 N Vernal Ave,93722,"7,500 ",-1.0,1.75,1,1620,True," 7,405 ",32,0,163
7764 N Patriot Ave,93722,"5,000 ",-1.0,2,1,1445,True," 8,398 ",23,0,163
2643 E Lester Ave,93720,"0,000 ",-1.0,2,1,2153,True," 6,490 ",18,4,31
1370 N Wilson Ave,93728,"8,000 ",-1.0,1,1,1641,True," 6,398 ",102,1,77
2346 W Dayton Ave,93705,"2,000 ",-1.0,1.5,1,1144,True," 5,998 ",61,0,100
2517 S Larkin Ave,93727,"0,000 ",-1.0,2.75,1,2486,True," 10,454 ",13,7,103
3171 E Balch Ave,93702,"0,000 ",-1.0,2,1,1708,True," 8,001 ",85,2,101
6875 W Beechwood Ave,93722,"0,000 ",-1.0,2,1,1697,True," 4,356 ",3,0,163
4152 N Bain Ave,93722,"3,000 ",-1.0,4,1,3357,True," 9,774 ",11,0,163
1134 E Garland Ave,93704,"0,000 ",-1.0,1,1,1085,True," 6,751 ",60,2,93
4222 N Van Ness Blvd,93704,"0,000 ",-1.0,3.5,1,2982,True, 1.03 a,95,2,93
4627 N 6th St,93726,"0,000 ",-1.0,2,1,1283,True," 6,699 ",62,8,94
2534 N Brunswick Ave,93722,"5,000 ",-1.0,2,1,1513,True," 3,998 ",32,0,163
2847 N Cypress Ave,93727,"0,000 ",-1.0,2847 N Cypress A,1,-1,True," 5,749 ",-1,7,103
2871 E Palo Alto Ave,93710,"0,000 ",-1.0,2,1,1834,True," 8,637 ",45,4,60
6902 E Woodward Ave,93727,"8,500 ",-1.0,6902 E Woodward A,1,-1,True," 4,965 ",-1,7,103
2160 W Juliet Way,93711,"7,500 ",-1.0,3,1,1992,True," 3,219 ",-1,5,29
2160 W Juliet Way,93711,"7,500 ",-1.0,3,1,1992,True," 3,219 ",-1,5,29
2871 E Palo Alto Ave,93710,"0,000 ",-1.0,2,1,1834,True," 8,637 ",45,4,60
802 E Buckhill Rd,93720,"5,000 ",-1.0,2.5,1,2051,True," 7,000 ",-1,4,31
1629 W Dovewood Ln,93711,"5,000 ",-1.0,2,1,2503,True, 0.29 a,54,5,29
4239 W Capitola Ave,93722,"0,000 ",-1.0,2,1,1867,True," 9,600 ",31,0,163
5668 N Blythe Ave,93722,"5,000 ",-1.0,3,1,2170,True," 6,098 ",21,0,163
2284 N Brunswick Ave,93722,"5,000 ",-1.0,2,1,1231,True," 4,356 ",27,0,163
1411 N San Pablo Ave,93728,"7,500 ",-1.0,1.75,1,1454,True," 6,899 ",22,1,77
4685 E Tyler Ave,93702,"5,000 ",-1.0,2,1,1373,True, 0.45 a,74,2,101
2426 W Indianapolis Ave,93705,"2,000 ",-1.0,1,1,1295,True," 4,800 ",47,0,100
2702 N Laverne Ave,93727,"5,000 ",-1.0,3,1,2830,True," 6,534 ",2,7,103
4353 N Hacienda Dr,93705,"0,000 ",-1.0,1.75,1,1795,True," 9,990 ",42,0,100
1129 W Terrace Ave,93705,"5,000 ",-1.0,2,1,1472,True," 7,562 ",41,0,100
2343 E Holland Ave,93726,"5,000 ",-1.0,2,1,1188,True," 7,056 ",66,8,94
5670 E Bernadine Dr,93727,"5,000 ",-1.0,2,1,1820,True," 7,601 ",64,7,103
11651 N Bella Verde Ave,93730,"5,000 ",-1.0,3,1,2347,True," 3,402 ",4,0,0
814 N Weber Ave,93728,"0,000 ",-1.0,3,1,2295,True," 8,999 ",60,1,77
5773 W Vartikian Ave,93722,"2,500 ",-1.0,1,1,1202,True," 4,199 ",27,0,163
6696 W Alamos Ave,93723,"5,000 ",-1.0,2,1,1968,True," 6,699 ",12,0,0
6609 N Haslam Ave,93711,"0,000 ",-1.0,1.75,1,2596,True," 10,580 ",43,5,29
3229 E Hampton Way,93726,"0,000 ",-1.0,2,1,1264,True," 6,969 ",66,8,94
3222 W Dovewood Ln,93711,"5,000 ",-1.0,2,1,2441,True," 10,881 ",44,5,29
4094 N Cecelia Ave,93722,"0,500 ",-1.0,3,1,1960,True," 6,481 ",36,0,163
2382 S Winery Ave,93725,"2,500 ",-1.0,2382 S Winery A,1,-1,True," 4,181 ",-1,0,54
3303 Soledad Ave,93737,"4,000 ",-1.0,3303 Soledad A,1,-1,True," 8,276 ",-1,0,5
10627 N Old Course Dr,93730,"095,000 ",-1.0,4,1,4045,True, 0.29 a,-1,0,0
2623 E Solar Ave,93720,"0,000 ",-1.0,2,1,2269,True," 7,801 ",22,4,31
8175 N Yorktown Dr,93720,"5,000 ",-1.0,2,1,1814,True," 7,801 ",30,4,31
4920 E Tower Ave,93725,"9,500 ",-1.0,4920 E Tower A,1,-1,True," 4,573 ",-1,0,54
6847 E Woodward Ave,93727,"5,500 ",-1.0,6847 E Woodward A,1,-1,True," 5,837 ",-1,7,103
10627 N Old Course Dr,93730,"095,000 ",-1.0,4,1,4045,True, 0.29 a,-1,0,0
2623 E Solar Ave,93720,"0,000 ",-1.0,2,1,2269,True," 7,801 ",22,4,31
8175 N Yorktown Dr,93720,"5,000 ",-1.0,2,1,1814,True," 7,801 ",30,4,31
109 W Morris Ave,93704,"0,000 ",-1.0,2,1,1962,True," 9,286 ",64,2,93
2202 W Norwich Ave,93705,"3,000 ",-1.0,1.75,1,1284,True," 7,000 ",46,0,100
4767 E Madison Ave,93702,"0,000 ",-1.0,1,1,1212,True," 8,058 ",70,2,101
3378 W Shields Ave,93722,"0,000 ",-1.0,10,1,4328,True," 3,149 ",30,0,163
5058 E Butler Ave,93727,tact For Estimate,-1.0,2.25,1,2380,True, 0.36 a,42,7,103
894 N Hayes Ave,93723,"5,000 ",-1.0,2,1,1910,True, 2.24 a,42,0,0
4747 E Thomas Ave,93702,"9,000 ",-1.0,2,1,1367,True," 8,058 ",85,2,101
75 E Terrace Ave,93704,"7,000 ",-1.0,3,1,3200,True, 0.26 a,79,2,93
3345 E Redlands Ave,93726,"1,000 ",-1.0,2,1,1678,True," 8,772 ",55,8,94
3051 N McArthur Ave,93727,"5,000 ",-1.0,3,1,2531,True," 7,501 ",15,7,103
5627 N Avocado Ln,93711,"0,000 ",-1.0,2,1,1256,True," 3,219 ",-1,5,29
1814 E Bella Senterio Ave,93730,"5,000 ",-1.0,2.5,1,2216,True," 3,402 ",5,0,0
6072 N Wheeler Ave,93722,"1,500 ",-1.0,2,1,1584,True," 6,324 ",29,0,163
2814 E Palo Alto Ave,93710,"7,000 ",-1.0,2,1,1671,True," 7,235 ",45,4,60
583 E Barstow Ave,93710,"5,000 ",-1.0,4,1,4056,True," 9,226 ",55,4,60
941 E Minarets Ave,93720,"5,000 ",-1.0,2,1,2212,True," 8,700 ",43,4,31
3964 N Millbrook Ave,93726,"8,000 ",-1.0,2,1,1325,True," 6,600 ",65,8,94
1815 E Chennault Ave,93720,"6,000 ",-1.0,2,1,1460,True," 5,000 ",26,4,31
2789 E Palisade Dr,93720,"5,000 ",-1.0,2,1,1914,True," 6,507 ",17,4,31
4305 E Cambridge Ave,93703,"0,000 ",-1.0,1.75,1,1307,True," 7,949 ",67,3,92
1285 N Linden Ave,93728,"2,000 ",-1.0,1,1,1429,True," 7,840 ",94,1,77
315 E Nees Ave #133,93720,"0,000 ",-1.0,2,1,1398,True," 2,178 ",-1,4,31
737 N Recreation Ave,93702,"0,000 ",-1.0,2,1,1260,True," 7,501 ",52,2,101
3368 W Ashcroft Ave,93722,"0,000 ",-1.0,1.75,1,1200,True," 5,967 ",43,0,163
3450 W Dovewood Ave,93711,"0,000 ",-1.0,2,1,1511,True," 4,464 ",30,5,29
1657 E Benvenuto Dr,93730,"5,000 ",-1.0,3,1,2032,True," 6,821 ",-1,0,0
2789 N Douglas Ave,93727,"7,000 ",-1.0,2789 N Douglas A,1,-1,True," 6,011 ",-1,7,103
4591 E Grant Ave,93702,tact For Estimate,-1.0,1,1,1178,True," 8,712 ",80,2,101
3234 E Mono St,93702,tact For Estimate,-1.0,3,1,2592,True,-1,-1,2,101
1305 E Richert Ave,93704,"0,000 ",-1.0,1,1,1450,True," 10,049 ",70,2,93
2789 E Palisade Dr,93720,"5,000 ",-1.0,2,1,1914,True," 6,507 ",17,4,31
4305 E Cambridge Ave,93703,"0,000 ",-1.0,1.75,1,1307,True," 7,949 ",67,3,92
315 E Nees Ave #133,93720,"0,000 ",-1.0,2,1,1398,True," 2,178 ",-1,4,31
1285 N Linden Ave,93728,"2,000 ",-1.0,1,1,1429,True," 7,840 ",94,1,77
1815 E Chennault Ave,93720,"6,000 ",-1.0,2,1,1460,True," 5,000 ",26,4,31
6209 E Sydney Dr,93727,"3,000 ",-1.0,3,1,1962,True," 2,405 ",1,7,103
2803 E Harvard Ave,93703,"5,000 ",-1.0,4,1,2436,True," 8,102 ",68,3,92
2247 W Spruce Ave,93711,"060,000 ",-1.0,4,1,4350,True, 0.35 a,20,5,29
304 W Fedora Ave,93705,"5,000 ",-1.0,2,1,1390,True," 8,102 ",69,0,100
2385 S Lily Ave,93706,",000 ",-1.0,1,1,780,True," 5,749 ",81,0,176
3121 E Mono Ave,93702,"5,000 ",-1.0,1,1,1144,True," 7,601 ",-1,2,101
1432 W Roberts Ave,93711,"0,000 ",-1.0,3,1,2256,True, 0.33 a,58,5,29
2523 E Eclipse Ave,93720,tact For Estimate,-1.0,2.75,1,2828,True," 8,668 ",19,4,31
1115 E Goshen Ave,93720,"1,000 ",-1.0,2,1,1445,True," 5,192 ",31,4,31
1250 E Shaw Ave #242,93710,"8,000 ",-1.0,1,1,1096,True," 1,711 ",-1,4,60
2098 E Axelson Dr,93730,"2,500 ",-1.0,3,1,2145,True," 2,944 ",-1,0,0
7249 N Bonadelle Ave,93720,"0,000 ",-1.0,2,1,1923,True," 6,098 ",20,4,31
3121 E Mono St,93702,"5,000 ",-1.0,1,1,1144,True," 7,601 ",101,2,101
6338 W Shields Ave,93723,"5,000 ",-1.0,1,1,1476,True, 17.65 a,68,0,0
1710 W Calimyrna Ave #6A,93711,"5,000 ",-1.0,2,1,1616,True,-1,-1,5,29
2626 W Garland Ave,93705,"5,000 ",-1.0,2,1,1432,True,-1,-1,0,100
4578 W Polo Creek Ct,93722,"0,000 ",-1.0,2,1,1779,True," 6,499 ",-1,0,163
6272 N Bond St,93710,tact For Estimate,-1.0,1.75,1,1616,True," 6,185 ",52,4,60
1542 N Delno Ave,93728,"3,500 ",-1.0,2,1,1166,True,-1,-1,1,77
5661 W Beechwood Ave,93722,"0,000 ",-1.0,2,1,1981,True," 5,998 ",24,0,163
4578 W Polo Creek Ct,93722,"0,000 ",-1.0,2,1,1779,True," 6,499 ",-1,0,163
5661 W Beechwood Ave,93722,"0,000 ",-1.0,2,1,1981,True," 5,998 ",24,0,163
5880 W Donner Ave,93722,"5,000 ",-1.0,3,1,2879,True," 7,840 ",12,0,163
6645 E Cornell Ave,93727,"5,000 ",-1.0,2.75,1,2398,True," 5,998 ",15,7,103
4256 N St #1,93721,tact For Estimate,-1.0,3,1,2081,True," 6,621 ",63,0,0
5371 Easterby Dr S,93727,"0,000 ",-1.0,3,1,2706,True, 0.34 a,61,7,103
945 W Griffith Way,93705,"5,000 ",-1.0,1,1,1056,True," 8,041 ",68,0,100
3362 W Shields Ave,93722,"5,000 ",-1.0,10,1,4328,True," 10,890 ",-1,0,163
4757 E Tulare St,93702,"7,500 ",-1.0,2,1,2120,True," 7,021 ",85,2,101
243 W Vassar Ave,93705,"0,000 ",-1.0,2,1,1665,True," 9,478 ",14,0,100
3590 W Princeton Ave,93722,"5,000 ",-1.0,2,1,1520,True," 7,209 ",-1,0,163
3327 E Balch Ave,93702,"4,000 ",-1.0,1.5,1,1273,True," 8,001 ",102,2,101
2275 E Kelso Ave,93720,"0,000 ",-1.0,3,1,2352,True," 6,699 ",25,4,31
3446 N Gregory Ave,93722,"0,000 ",-1.0,2,1,1826,True," 6,534 ",12,0,163
1826 E Green Sage Ave,93730,"0,000 ",-1.0,3,1,2016,True," 5,000 ",6,0,0
6936 E Woodward Ave,93727,"5,500 ",-1.0,6936 E Woodward A,1,-1,True," 5,967 ",-1,7,103
9917 N Sedona Cir,93720,"0,000 ",-1.0,3,1,3443,True," 9,408 ",-1,4,31
3121 W Swift Ave,93722,"0,000 ",-1.0,2,1,1092,True," 9,147 ",60,0,163
6381 N Bond St,93710,"7,000 ",-1.0,1.75,1,1664,True," 8,001 ",50,4,60
2033 W Los Altos Ave,93711,"7,500 ",-1.0,3,1,2138,True," 10,018 ",47,5,29
145 E Byrd Ave,93706,",000 ",-1.0,1,1,1104,True," 8,698 ",95,0,176
492 E Everglade Ave,93720,"0,000 ",-1.0,3,1,3333,True,-1,-1,4,31
2320 W Loma Linda Ave,93711,"5,000 ",-1.0,4,1,4341,True, 0.87 a,44,5,29
5552 W Minarets Ave,93722,tact For Estimate,-1.0,2,1,1304,True," 5,967 ",24,0,163
5455 N Marty Ave #111,93711,"5,000 ",-1.0,2,1,912,True," 1,886 ",-1,5,29
4727 N Glenn Ave,93704,"5,000 ",-1.0,2,1,2328,True, 0.37 a,67,2,93
6316 N Poplar Ave,93704,"5,000 ",-1.0,2.5,1,2038,True," 7,666 ",45,2,93
5712 E Ashlan Ave,93727,"0,000 ",-1.0,1,1,1086,True," 8,282 ",64,7,103
4643 N 3rd St,93726,"4,000 ",-1.0,1.75,1,1530,True," 5,998 ",58,8,94
3697 N Augusta St,93726,"0,000 ",-1.0,1.75,1,1371,True," 6,699 ",65,8,94
6316 N Poplar Ave,93704,"5,000 ",-1.0,2.5,1,2038,True," 7,666 ",45,2,93
4668 E Washington Ave,93702,"3,000 ",-1.0,2,1,1153,True," 10,249 ",89,2,101
4679 E Clinton Ave,93703,"0,000 ",-1.0,1.5,1,1318,True," 7,801 ",67,3,92
2244 N Prospect Ave,93722,"0,000 ",-1.0,2.5,1,1617,True," 5,000 ",33,0,163
535 N Fulton St,93728,"5,000 ",-1.0,"1,736 sq",1,-1,True," 7,405 ",100,1,77
4634 E Cornell Ave,93703,"2,500 ",-1.0,1.75,1,1048,True," 9,043 ",59,3,92
3631 N Marks Ave,93722,"0,000 ",-1.0,1.75,1,1604,True," 9,395 ",53,0,163
232 E Andrews Ave,93704,"7,500 ",-1.0,1,1,1081,True," 6,873 ",73,2,93
4730 E Alta Ave,93702,"3,000 ",-1.0,1,1,840,True," 6,250 ",80,2,101
3150 E Fremont Ave,93710,"2,500 ",-1.0,2,1,2005,True," 7,230 ",42,4,60
4221 E Ball Ave,93702,"0,000 ",-1.0,1,1,833,True,-1,-1,2,101
5269 W Beechwood Ave,93722,"3,000 ",-1.0,2,1,2019,True," 6,599 ",13,0,163
1128 E Simpson Ave,93704,"5,000 ",-1.0,1,1,1048,True," 6,751 ",70,2,93
5417 W Norwich Ave,93722,"5,000 ",-1.0,2,1,1468,True," 5,937 ",13,0,163
4152 E Platt Ave,93702,"5,000 ",-1.0,1,1,1023,True," 8,698 ",92,2,101
3933 N Safford Ave,93704,"9,000 ",-1.0,2,1,2336,True," 7,261 ",64,2,93
72 W Sierra Ave,93704,"0,000 ",-1.0,1,1,951,True," 2,522 ",-1,2,93
2416 E San Gabriel Ave,93726,"0,000 ",-1.0,1.75,1,1092,True," 5,998 ",65,8,94
1619 N Arthur Ave,93705,"2,500 ",-1.0,1.5,1,1294,True," 7,579 ",97,0,100
224 E Brown Ave,93704,"7,500 ",-1.0,1.5,1,1660,True," 7,967 ",74,2,93
6837 W Gibson Ave,93723,tact For Estimate,-1.0,2.75,1,2413,True," 7,274 ",9,0,0
2153 E Ryan Ave,93720,"0,000 ",-1.0,2,1,1740,True," 6,655 ",26,4,31
6443 N Teilman Ave,93711,"9,000 ",-1.0,2.5,1,2552,True, 0.25 a,50,5,29
5463 E Laurite Ave,93727,"0,000 ",-1.0,2,1,1773,True," 5,998 ",2,7,103
464 S Woodrow Ave,93702,"5,000 ",-1.0,1,1,1002,True," 10,123 ",92,2,101
2303 E Acacia Ave,93726,"0,500 ",-1.0,1.75,1,1123,True," 5,850 ",65,8,94
3221 N Claremont Ave,93727,",000 ",-1.0,2,1,1080,True," 6,098 ",61,7,103
145 N Van Ness Ave,93701,"5,000 ",-1.0,1,1,1179,True," 8,498 ",110,0,0
3212 E El Monte Way,93702,"8,000 ",-1.0,1,1,1123,True," 6,799 ",94,2,101
6443 N Teilman Ave,93711,"9,000 ",-1.0,2.5,1,2552,True, 0.25 a,50,5,29
5463 E Laurite Ave,93727,"0,000 ",-1.0,2,1,1773,True," 5,998 ",2,7,103
464 S Woodrow Ave,93702,"5,000 ",-1.0,1,1,1002,True," 10,123 ",92,2,101
2303 E Acacia Ave,93726,"0,500 ",-1.0,1.75,1,1123,True," 5,850 ",65,8,94
145 N Van Ness Ave,93701,"5,000 ",-1.0,1,1,1179,True," 8,498 ",110,0,0
3221 N Claremont Ave,93727,",000 ",-1.0,2,1,1080,True," 6,098 ",61,7,103
3212 E El Monte Way,93702,"8,000 ",-1.0,1,1,1123,True," 6,799 ",94,2,101
2823 N Cypress Ave,93727,"2,500 ",-1.0,2823 N Cypress A,1,-1,True," 5,749 ",-1,7,103
3314 Hermosa Ave,93737,"4,500 ",-1.0,3314 Hermosa A,1,-1,True," 4,748 ",-1,0,5
6603 N Seedlescombe Dr,93711,"5,000 ",-1.0,2,1,2046,True," 4,835 ",-1,5,29
21 E Garrett Ave,93706,"4,500 ",-1.0,2,1,1140,True, 0.31 a,90,0,176
2283 E Decatur Ave,93720,"3,000 ",-1.0,2,1,1497,True," 6,098 ",27,4,31
1230 W Stuart Ave,93711,"0,000 ",-1.0,3,1,2369,True, 0.36 a,53,5,29
1534 E Roberts Ave,93710,"7,000 ",-1.0,1.75,1,2286,True," 9,600 ",54,4,60
4137 W Paul Ave,93722,"6,000 ",-1.0,2,1,1364,True," 6,599 ",31,0,163
4487 E Fairmont Ave,93726,",000 ",-1.0,1,1,792,True, 0.52 a,72,8,94
2153 E Ryan Ave,93720,"0,000 ",-1.0,2,1,1740,True," 6,655 ",26,4,31
5919 S Brawley Ave,93706,"560,000 ",-1.0,1.75,1,1713,True, 38.47 a,59,0,176
5878 W Bedford Ave,93722,"0,000 ",-1.0,2,1,1809,True," 6,490 ",20,0,163
3845 E Balch Ave,93702,"9,000 ",-1.0,1,1,944,True," 7,971 ",95,2,101
7675 N 1st St,93720,"7,000 ",-1.0,2,1,1250,True," 1,380 ",-1,4,31
7675 N 1st St #238,93720,tact For Estimate,-1.0,2,1,1214,True," 1,350 ",35,4,31
4262 W Avalon Ave,93722,"0,000 ",-1.0,2,1,1867,True," 9,600 ",30,0,163
1660 E Brandon Ln,93720,"0,000 ",-1.0,3,1,1789,True," 6,600 ",30,4,31
3550 E Ashlan Ave,93726,"5,000 ",-1.0,1.75,1,1368,True, 0.73 a,75,8,94
96 W Birch Ave,93650,"5,000 ",-1.0,1,1,720,True," 6,250 ",58,0,0
3296 N Saratoga Ave,93722,"0,000 ",-1.0,2.5,1,1823,True," 7,797 ",30,0,163
6071 E Butler Ave,93727,"0,000 ",-1.0,1.75,1,2584,True, 0.32 a,59,7,103
1191 E Woodhaven Ln,93720,"5,000 ",-1.0,3,1,2300,True," 9,600 ",-1,4,31
5255 E Balch Ave,93727,"7,000 ",-1.0,1.75,1,1782,True," 7,405 ",42,7,103
1288 N Bailey Ave,93727,tact For Estimate,-1.0,1.75,1,1104,True," 6,795 ",59,7,103
6647 N Seedlescombe Dr,93711,"5,000 ",-1.0,2,1,2327,True," 5,061 ",-1,5,29
2147 E Royal Dornoch Ave,93730,"029,000 ",-1.0,3,1,4247,True, 0.34 a,14,0,0
4875 N Backer Ave #107,93726,"5,000 ",-1.0,1.5,1,1080,True, 768 ,-1,8,94
5739 N 7th St,93710,"0,000 ",-1.0,1.75,1,1824,True," 10,454 ",55,4,60
5528 E Grove Ave,93727,"9,000 ",-1.0,2,1,1440,True," 6,298 ",15,7,103
3146 W Barstow Ave,93711,"6,000 ",-1.0,2,1,1737,True," 9,121 ",43,5,29
2125 N Archie Ave,93703,"0,000 ",-1.0,2,1,2418,True," 10,497 ",65,3,92
1786 W Calimyrna Ave #1B,93711,"5,000 ",-1.0,2,1,1592,True," 1,873 ",-1,5,29
2334 S Sabre Ave,93727,"7,500 ",-1.0,2,1,1486,True," 7,501 ",12,7,103
6442 N Lafayette Ave,93711,"0,000 ",-1.0,3,1,2979,True, 0.50 a,55,5,29
2245 E Hedges Ave,93703,"5,000 ",-1.0,1,1,1017,True," 6,708 ",99,3,92
4092 W Peach Tree Ln,93722,"0,000 ",-1.0,2.5,1,1503,True," 3,219 ",-1,0,163
482 W San Ramon Ave #101,93704,"2,500 ",-1.0,2,1,1845,True," 3,441 ",-1,2,93
6766 N Tamera Ave,93711,"0,000 ",-1.0,1.75,1,1819,True," 9,800 ",44,5,29
4671 W Oswego Ave,93722,"2,000 ",-1.0,2,1,1868,True," 5,998 ",15,0,163
4593 E Cornell Ave,93703,"5,000 ",-1.0,3,1,2216,True," 6,300 ",72,3,92
7675 N 1st St #109,93720,"7,000 ",-1.0,2,1,1146,True," 1,380 ",-1,4,31
5459 N Feland Ave,93711,"5,000 ",-1.0,2,1,2212,True, 0.26 a,44,5,29
3366 Junipero Ave,93737,"4,500 ",-1.0,3366 Junipero A,1,-1,True," 4,486 ",-1,0,5
4912 E Tower Ave,93725,"4,000 ",-1.0,4912 E Tower A,1,-1,True," 6,926 ",-1,0,54
6840 E Woodward Ave,93727,"1,500 ",-1.0,6840 E Woodward A,1,-1,True," 4,965 ",-1,7,103
1432 W Flint Way,93705,"5,000 ",-1.0,1,1,1029,True," 6,699 ",67,0,100
1177 W San Bruno Ave,93711,"9,000 ",-1.0,3,1,3077,True, 0.46 a,60,5,29
3063 N West Ave,93705,",000 ",-1.0,1,1,960,True," 1,176 ",-1,0,100
3044 W Roberts Ave,93711,"0,000 ",-1.0,2.5,1,2302,True," 9,774 ",45,5,29
744 W Escalon Ave,93704,"1,000 ",-1.0,1.75,1,1452,True," 9,583 ",57,2,93
3280 Junipero Ave,93737,"5,000 ",-1.0,3280 Junipero A,1,-1,True," 4,952 ",-1,0,5
6570 N Sherman Ave,93710,"5,000 ",-1.0,1.75,1,1904,True," 7,370 ",50,4,60
3663 E Santa Ana Ave,93726,"5,000 ",-1.0,2,1,1789,True," 7,700 ",62,8,94
6690 N West Ave,93711,"5,000 ",-1.0,2,1,1671,True," 7,326 ",36,5,29
540 S Argyle Ave,93727,"0,500 ",-1.0,1,1,1340,True," 1,437 ",46,7,103
6015 E Fedora Ave,93727,"6,500 ",-1.0,2,1,1450,True," 5,009 ",-1,7,103
3366 Junipero Ave,93737,"4,500 ",-1.0,3366 Junipero A,1,-1,True," 4,486 ",-1,0,5
4912 E Tower Ave,93725,"4,000 ",-1.0,4912 E Tower A,1,-1,True," 6,926 ",-1,0,54
6840 E Woodward Ave,93727,"1,500 ",-1.0,6840 E Woodward A,1,-1,True," 4,965 ",-1,7,103
1432 W Flint Way,93705,"5,000 ",-1.0,1,1,1029,True," 6,699 ",67,0,100
1177 W San Bruno Ave,93711,"9,000 ",-1.0,3,1,3077,True, 0.46 a,60,5,29
3044 W Roberts Ave,93711,"0,000 ",-1.0,2.5,1,2302,True," 9,774 ",45,5,29
3063 N West Ave,93705,",000 ",-1.0,1,1,960,True," 1,176 ",-1,0,100
4910 E Kerckhoff Ave,93727,"2,000 ",-1.0,2,1,1600,True," 5,998 ",50,7,103
4383 W Cardiff Ave,93722,"5,000 ",-1.0,2,1,1103,True," 5,227 ",36,0,163
4458 E Ball Ave,93702,"0,000 ",-1.0,1.5,1,750,True," 4,800 ",80,2,101
912 Kern St,93706,"0,000 ",-1.0,2,1,2280,True," 7,501 ",50,0,176
744 W Escalon Ave,93704,"1,000 ",-1.0,1.75,1,1452,True," 9,583 ",57,2,93
4303 E Donner Ave,93726,"0,000 ",-1.0,1,1,1066,True," 7,840 ",61,8,94
5080 E Bremer Ave,93727,"0,000 ",-1.0,2,1,1808,True, 0.33 a,47,7,103
5372 E Belgravia Ave,93725,tact For Estimate,-1.0,3,1,2212,True," 5,967 ",9,0,54
5844 W Garland Ave,93722,"0,000 ",-1.0,2.5,1,2407,True," 5,998 ",10,0,163
5442 W Wathen Ave,93722,"7,000 ",-1.0,1.75,1,1529,True," 7,840 ",30,0,163
6204 E Sydney Dr,93727,"2,500 ",-1.0,3,1,1962,True," 2,368 ",1,7,103
7478 E Dayton Ave,93737,"5,000 ",-1.0,2.75,1,1900,True," 4,573 ",13,0,5
3944 Buckingham Ave,93737,"7,000 ",-1.0,3944 Buckingham A,1,-1,True," 7,318 ",-1,0,5
5412 W Fern Ave,93722,"0,000 ",-1.0,2,1,1898,True," 6,969 ",1,0,163
3605 E Redlands Ave,93726,"5,000 ",-1.0,2,1,1485,True," 6,360 ",65,8,94
567 W Sample Ave,93704,"0,000 ",-1.0,2.75,1,2858,True, 0.30 a,50,2,93
4446 E Richert Ave,93726,"8,500 ",-1.0,1.5,1,1308,True," 6,324 ",61,8,94
5574 W Athens Ave,93722,"0,000 ",-1.0,2,1,1445,True,-1,-1,0,163
4136 N Thesta St #32,93726,",000 ",-1.0,2,1,1056,True, 522 ,-1,8,94
6613 N Van Ness Blvd,93711,"8,500 ",-1.0,3,1,2486,True, 1.17 a,64,5,29
5367 E Heaton Ave,93727,"0,000 ",-1.0,2.75,1,3109,True, 0.32 a,14,7,103
2780 N Cornelia Ave,93722,"5,000 ",-1.0,2,1,1784,True, 1.62 a,58,0,163
174 N 6th St #101,93702,"5,000 ",-1.0,2,1,2064,True," 7,405 ",39,2,101
5538 N Cresta Ave,93723,"0,000 ",-1.0,2,1,1466,True," 6,500 ",15,0,0
3820 N Lafayette Ave,93705,"6,000 ",-1.0,1.75,1,1109,True," 7,840 ",65,0,100
5287 W Huffman Ave,93722,"3,500 ",-1.0,5287 W Huffman A,1,-1,True,-1,-1,0,163
